Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rtz,Rdp,Rdrs,Rdrs/yr,Rpm,Rdp_1,Rgood,Rair,Rrange,Rthrow,RF/9,RF/G,Season
34,Brandon Drury\drurybr01,26,TOR,AL,5,3,3,35,17,6,11,0,0,1,0,14,0,0,1,34,1,0,0,NA,NA,NA,4.37,3.4,2019
35,Mauricio Dubon\dubonma01,24,TOT,MLB,10,7,6,61,27,7,19,1,1,0.963,-1,-18,-1,0,-1,-19,-1,0,0,NA,NA,NA,3.84,2.6,2019
36,Mauricio Dubon\dubonma01,24,MIL,NL,1,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0,2019
37,Mauricio Dubon\dubonma01,24,SFG,NL,9,7,6,60,27,7,19,1,1,0.963,-1,-18,-1,0,-1,-20,-1,0,0,NA,NA,NA,3.9,2.89,2019
38,Matt Duffy\duffyma01,28,TBR,AL,1,0,0,5,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0,2019
39,Thairo Estrada\estrath01,23,NYY,AL,9,4,3,45,20,7,12,1,1,0.95,-1,-24,-1,0,0,0,0,0,0,NA,NA,NA,3.8,2.11,2019
40,Kyle Farmer\farmeky01,28,CIN,NL,1,0,0,1,1,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,NA,NA,9,1,2019
41,David Fletcher\fletcda02,25,LAA,AL,39,27,22,246.1,113,37,75,1,13,0.991,0,1,0,0,1,5,1,0,0,NA,NA,NA,4.09,2.87,2019
42,Logan Forsythe\forsylo01,32,TEX,AL,15,10,10,104.2,42,10,30,2,10,0.952,0,-5,0,0,0,0,0,0,0,NA,NA,NA,3.44,2.67,2019
43,Mike Freeman\freemmi01,31,CLE,AL,9,8,5,66.1,20,7,12,1,1,0.95,1,13,1,0,0,0,0,0,0,NA,NA,NA,2.58,2.11,2019
44,Freddy Galvis\galvifr01,29,TOT,MLB,110,106,100,939.2,435,136,293,6,65,0.986,5,6,4,1,-2,-2,-4,0,2,NA,NA,NA,4.11,3.9,2019
45,Freddy Galvis\galvifr01,29,TOR,AL,103,102,98,898.1,423,133,284,6,63,0.986,5,7,4,1,-3,-4,-5,0,2,NA,NA,NA,4.18,4.05,2019
46,Freddy Galvis\galvifr01,29,CIN,NL,7,4,2,41.1,12,3,9,0,2,1,-1,-15,-1,0,1,29,1,0,0,NA,NA,NA,2.61,1.71,2019
47,Greg Garcia\garcigr01,29,SDP,NL,9,4,2,41,21,7,13,1,2,0.952,-1,-18,-1,0,1,29,1,0,0,NA,NA,NA,4.39,2.22,2019
48,Leury Garcia\garcile02,28,CHW,AL,19,16,15,146.2,71,21,46,4,14,0.944,-1,-11,-2,1,2,16,1,1,0,NA,NA,NA,4.11,3.53,2019
49,Ryan Goins\goinsry01,31,CHW,AL,14,9,8,88,40,10,28,2,11,0.95,-2,-31,-2,0,3,41,1,1,1,NA,NA,NA,3.89,2.71,2019
50,Erik Gonzalez\gonzaer01,27,PIT,NL,26,23,19,209.1,88,22,63,3,16,0.966,6,33,5,1,3,17,2,1,0,NA,NA,NA,3.65,3.27,2019
51,Marwin Gonzalez\gonzama01,30,MIN,AL,1,1,1,9,5,0,5,0,0,1,1,93,1,NA,0,0,0,0,0,NA,NA,NA,5,5,2019
52,Niko Goodrum\goodrni01,27,DET,AL,38,37,36,326.2,167,42,117,8,12,0.952,4,16,6,-2,3,11,4,-1,0,NA,NA,NA,4.38,4.18,2019
53,Phil Gosselin\gosseph01,30,PHI,NL,5,4,4,41.2,15,6,8,1,2,0.933,-2,-66,-2,0,-2,-58,-2,0,0,NA,NA,NA,3.02,2.8,2019
54,Didi Gregorius\gregodi01,29,NYY,AL,80,78,75,688.1,280,93,181,6,48,0.979,-4,-8,-5,1,-6,-10,-6,0,0,NA,NA,NA,3.58,3.43,2019
55,Luis Guillorme\guilllu01,24,NYM,NL,8,5,4,48.2,17,5,12,0,2,1,0,0,0,0,1,25,1,0,0,NA,NA,NA,3.14,2.13,2019
56,Garrett Hampson\hampsga01,24,COL,NL,15,10,10,101.1,42,16,25,1,4,0.976,1,13,1,0,1,12,0,0,1,NA,NA,NA,3.64,2.73,2019
57,Adeiny Hechavarria\hechaad01,30,TOT,MLB,27,18,17,182,79,20,55,4,14,0.949,-1,-7,-1,0,-2,-13,-3,0,1,NA,NA,NA,3.71,2.78,2019
58,Adeiny Hechavarria\hechaad01,30,NYM,NL,15,6,5,69,39,10,26,3,6,0.923,-2,-31,-2,0,-3,-52,-3,0,0,NA,NA,NA,4.7,2.4,2019
59,Adeiny Hechavarria\hechaad01,30,ATL,NL,12,12,12,113,40,10,29,1,8,0.975,1,7,1,0,1,11,0,0,1,NA,NA,NA,3.11,3.25,2019
60,Enrique Hernandez\hernaen02,27,LAD,NL,11,6,5,67,34,13,21,0,4,1,0,2,0,0,1,18,1,0,0,NA,NA,NA,4.57,3.09,2019
61,Marco Hernandez\hernama02,26,BOS,AL,2,0,0,3,3,1,2,0,0,1,0,160,0,NA,0,0,0,0,0,NA,NA,NA,9,1.5,2019
62,Rosell Herrera\herrero02,26,MIA,NL,1,1,1,8,4,0,4,0,2,1,0,-45,0,0,-1,-150,-1,0,0,NA,NA,NA,4.5,4,2019
63,Nico Hoerner\hoernni01,22,CHC,NL,17,17,16,151.1,71,19,50,2,9,0.972,-5,-42,-4,-1,-2,-16,-1,-1,0,NA,NA,NA,4.1,4.06,2019
64,Brock Holt\holtbr01,31,BOS,AL,6,3,2,33,20,4,16,0,2,1,1,40,1,0,1,36,1,0,0,NA,NA,NA,5.45,3.33,2019
65,José Iglesias\iglesjo01,29,CIN,NL,144,136,116,1169.2,455,122,324,9,62,0.98,8,8,8,0,8,8,6,1,1,NA,NA,NA,3.43,3.1,2019
66,Jung Ho Kang\kangju01,32,PIT,NL,15,10,6,81.2,42,16,24,2,4,0.952,-2,-29,-2,0,-1,-15,-1,0,0,NA,NA,NA,4.41,2.67,2019
67,Carter Kieboom\kieboca01,21,WSN,NL,10,10,10,90,40,15,21,4,4,0.9,-4,-52,-4,0,-7,-93,-6,0,-1,NA,NA,NA,3.6,3.6,2019
68,Scott Kingery\kingesc01,25,PHI,NL,18,12,9,119.1,60,17,41,2,11,0.967,0,1,0,0,2,20,2,0,0,NA,NA,NA,4.37,3.22,2019
69,Domingo Leyba\leybado01,23,ARI,NL,2,1,0,9,4,0,4,0,0,1,1,80,1,NA,0,0,0,0,0,NA,NA,NA,4,2,2019
70,Tzu-Wei Lin\lintz02,25,BOS,AL,2,1,1,10,3,0,3,0,0,1,0,0,0,NA,0,0,0,0,0,NA,NA,NA,2.7,1.5,2019
71,Francisco Lindor\lindofr01,25,CLE,AL,137,137,127,1196.1,481,159,312,10,68,0.979,5,5,3,2,9,9,5,0,4,NA,NA,NA,3.54,3.44,2019
72,Nicky Lopez\lopezni01,24,KCR,AL,33,29,25,261,124,37,86,1,22,0.992,-4,-20,-4,0,0,0,-2,1,1,NA,NA,NA,4.24,3.73,2019
73,Manny Machado\machama01,26,SDP,NL,37,35,31,299,110,40,67,3,11,0.973,-7,-28,-5,-2,-2,-8,0,-1,-1,NA,NA,NA,3.22,2.89,2019
74,Deven Marrero\marrede01,28,MIA,NL,2,1,0,9,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,1.5,2019
75,Ketel Marte\marteke01,25,ARI,NL,11,5,2,60,27,7,20,0,4,1,-1,-24,-1,0,0,0,0,0,0,NA,NA,NA,4.05,2.45,2019
76,Richie Martin\martiri01,24,BAL,AL,117,89,65,785,342,108,224,10,46,0.971,-8,-12,-5,-3,-8,-12,-7,-1,0,NA,NA,NA,3.81,2.84,2019
77,Jack Mayfield\mayfija01,28,HOU,AL,21,12,8,131,52,18,33,1,4,0.981,-1,-11,0,-1,1,9,0,0,1,NA,NA,NA,3.5,2.43,2019
78,Erick Mejia\mejiaer01,24,KCR,AL,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,9,1,2019
79,Seth Mejias-Brean\mejiase01,28,SDP,NL,3,2,2,19,8,3,4,1,2,0.875,0,-19,0,0,1,63,1,0,0,NA,NA,NA,3.32,2.33,2019
80,Danny Mendick\mendida01,25,CHW,AL,5,3,3,32,16,6,10,0,5,1,-1,-34,-1,0,0,0,0,0,0,NA,NA,NA,4.5,3.2,2019
81,Jordy Mercer\mercejo03,32,DET,AL,59,58,55,510.1,222,66,149,7,29,0.968,-6,-13,-7,1,-9,-21,-8,1,-2,NA,NA,NA,3.79,3.64,2019
82,Brad Miller\millebr02,29,PHI,NL,1,0,0,2,1,0,1,0,0,1,0,120,0,NA,1,600,1,0,0,NA,NA,NA,4.5,1,2019
83,Adalberto Mondesi\mondera02,23,KCR,AL,100,99,94,852.2,440,147,286,7,66,0.984,3,5,1,2,10,14,8,1,1,NA,NA,NA,4.57,4.33,2019
84,Dylan Moore\mooredy01,26,SEA,AL,31,25,23,238.2,121,34,83,4,20,0.967,2,10,2,0,-5,-25,-3,-1,-1,NA,NA,NA,4.41,3.77,2019
85,Max Moroff\morofma01,26,CLE,AL,10,3,2,39,16,6,10,0,2,1,-1,-25,-1,0,-2,-62,-2,0,0,NA,NA,NA,3.69,1.6,2019
86,Yairo Munoz\munozya01,24,STL,NL,17,6,5,72,43,12,30,1,7,0.977,1,8,1,0,2,33,2,0,0,NA,NA,NA,5.25,2.47,2019
87,Kristopher Negron\negrokr01,33,LAD,NL,4,1,0,15,7,2,5,0,3,1,0,8,0,0,0,0,0,0,0,NA,NA,NA,4.2,1.75,2019
88,Kevin Newman\newmake01,25,PIT,NL,104,93,78,824.1,369,124,235,10,43,0.973,-4,-6,-3,-1,-6,-9,-7,0,1,NA,NA,NA,3.92,3.45,2019
89,Eduardo Nunez\nunezed02,32,BOS,AL,6,1,1,19,8,3,5,0,0,1,1,69,1,0,0,0,0,0,0,NA,NA,NA,3.79,1.33,2019
90,Chris Owings\owingch01,27,TOT,MLB,10,7,7,60,28,8,19,1,5,0.964,1,14,1,0,1,20,1,0,0,NA,NA,NA,4.05,2.7,2019
91,Chris Owings\owingch01,27,KCR,AL,3,3,3,24,11,5,6,0,3,1,0,10,0,0,1,50,1,0,0,NA,NA,NA,4.13,3.67,2019
92,Chris Owings\owingch01,27,BOS,AL,7,4,4,36,17,3,13,1,2,0.941,1,17,1,0,0,0,0,0,0,NA,NA,NA,4,2.29,2019
93,Jose Peraza\perazjo01,25,CIN,NL,39,22,15,226,81,23,56,2,11,0.975,2,12,2,0,3,16,3,0,0,NA,NA,NA,3.15,2.03,2019
94,Hernan Perez\perezhe01,28,MIL,NL,21,10,7,119.2,37,15,20,2,3,0.946,-3,-25,-3,0,0,0,0,0,0,NA,NA,NA,2.63,1.67,2019
95,Chad Pinder\pindech01,27,OAK,AL,3,0,0,7,3,1,2,0,0,1,0,51,0,NA,0,0,0,0,0,NA,NA,NA,3.86,1,2019
96,Jorge Polanco\polanjo01,25,MIN,AL,142,139,126,1233,506,141,343,22,57,0.957,-6,-6,-2,-4,1,1,0,-1,2,NA,NA,NA,3.53,3.41,2019
97,Luis Rengifo\rengilu01,22,LAA,AL,12,11,3,83,48,17,28,3,2,0.938,1,13,1,0,1,14,2,0,-1,NA,NA,NA,4.88,3.75,2019
98,Pablo Reyes\reyespa01,25,PIT,NL,2,0,0,6,3,0,3,0,0,1,0,60,0,0,-1,-200,-1,0,0,NA,NA,NA,4.5,1.5,2019
99,JT Riddle\riddljt01,27,MIA,NL,12,7,6,71,24,9,13,2,1,0.917,-2,-25,-2,0,0,0,-1,0,1,NA,NA,NA,2.79,1.83,2019
100,Yadiel Rivera\riverya01,27,MIA,NL,8,3,3,36,6,2,3,1,0,0.833,-2,-63,-2,0,-1,-33,-1,0,0,NA,NA,NA,1.25,0.63,2019
101,Daniel Robertson\roberda10,25,TBR,AL,16,9,5,84.2,35,7,26,2,4,0.943,2,28,2,0,-1,-14,0,-1,0,NA,NA,NA,3.51,2.06,2019
102,Brendan Rodgers\rodgebr02,22,COL,NL,9,5,4,56,26,10,14,2,3,0.923,-1,-19,-1,0,-3,-64,-3,0,0,NA,NA,NA,3.86,2.67,2019
103,Ronny Rodriguez\rodriro03,27,DET,AL,20,20,19,174.2,77,19,54,4,10,0.948,-2,-14,-2,0,-2,-14,-1,0,-1,NA,NA,NA,3.76,3.65,2019
104,Sean Rodriguez\rodrise01,34,PHI,NL,11,5,5,78,37,11,26,0,4,1,1,18,1,0,2,31,2,0,0,NA,NA,NA,4.27,3.36,2019
105,Miguel Rojas\rojasmi02,30,MIA,NL,125,122,110,1060.2,476,178,287,11,74,0.977,5,6,1,4,12,14,12,1,-1,NA,NA,NA,3.95,3.72,2019
106,Jose Rondon\rondojo02,25,CHW,AL,15,11,8,96,41,12,27,2,5,0.951,0,1,0,0,-2,-25,-1,0,-1,NA,NA,NA,3.66,2.6,2019
107,Amed Rosario\rosaram01,23,NYM,NL,152,151,138,1337.1,548,161,370,17,72,0.969,-10,-9,-11,1,-16,-14,-14,0,-2,NA,NA,NA,3.57,3.49,2019
108,Addison Russell\russead02,25,CHC,NL,21,16,13,143.2,66,18,43,5,8,0.924,-3,-23,-3,0,2,17,2,0,0,NA,NA,NA,3.82,2.9,2019
109,Tyler Saladino\saladty01,29,MIL,NL,13,9,3,76.1,44,18,25,1,7,0.977,1,19,1,0,0,0,0,0,0,NA,NA,NA,5.07,3.31,2019
110,Adrian Sanchez\sanchad01,28,WSN,NL,2,0,0,5,1,0,1,0,0,1,0,48,0,NA,0,0,0,0,0,NA,NA,NA,1.8,0.5,2019
111,Danny Santana\santada01,28,TEX,AL,9,6,5,54,24,8,14,2,5,0.917,-1,-27,-1,0,-2,-44,-2,0,0,NA,NA,NA,3.67,2.44,2019
112,Corey Seager\seageco01,25,LAD,NL,132,125,111,1082.2,457,138,304,15,59,0.967,10,11,10,0,9,10,6,2,1,NA,NA,NA,3.67,3.35,2019
113,Jean Segura\segurje01,29,PHI,NL,142,141,129,1212.2,546,175,351,20,83,0.963,-2,-2,-3,1,-5,-5,-4,0,-1,NA,NA,NA,3.9,3.7,2019
114,Marcus Semien\semiema01,28,OAK,AL,161,161,154,1435,634,186,436,12,85,0.981,-1,0,-2,1,5,4,11,-3,-3,NA,NA,NA,3.9,3.86,2019
115,Andrelton Simmons\simmoan01,29,LAA,AL,102,98,91,873.1,424,137,276,11,56,0.974,14,19,12,2,14,19,15,0,-1,NA,NA,NA,4.26,4.05,2019
116,Eric Sogard\sogarer01,33,TOR,AL,4,3,2,29,11,6,4,1,0,0.909,0,-4,0,0,0,0,1,-1,0,NA,NA,NA,3.1,2.5,2019
117,Donovan Solano\solando01,31,SFG,NL,19,14,13,144,66,18,46,2,7,0.97,1,8,1,0,-1,-8,-1,0,0,NA,NA,NA,4,3.37,2019
118,Yangervis Solarte\solarya01,31,SFG,NL,4,3,0,24,10,4,5,1,2,0.9,-1,-30,-1,0,1,50,1,0,0,NA,NA,NA,3.38,2.25,2019
119,Cory Spangenberg\spangco01,28,MIL,NL,4,4,0,21,6,2,4,0,0,1,0,6,0,0,0,0,0,0,0,NA,NA,NA,2.57,1.5,2019
120,Eric Stamets\stameer01,27,CLE,AL,15,14,11,118,40,10,28,2,3,0.95,-1,-6,-1,0,1,10,2,0,-1,NA,NA,NA,2.9,2.53,2019
121,Trevor Story\storytr01,26,COL,NL,144,144,133,1257.1,606,182,416,8,90,0.987,15,14,15,0,17,16,13,2,2,NA,NA,NA,4.28,4.15,2019
122,Dee Strange-Gordon\gordode01,31,SEA,AL,2,2,0,13,10,5,4,1,0,0.9,-1,-46,-1,0,0,0,0,0,0,NA,NA,NA,6.23,4.5,2019
123,Myles Straw\strawmy01,24,HOU,AL,26,14,13,170,55,14,41,0,4,1,2,13,3,-1,1,7,2,-1,0,NA,NA,NA,2.91,2.12,2019
124,Dansby Swanson\swansda01,25,ATL,NL,126,123,118,1090.2,496,137,347,12,68,0.976,-1,-1,-1,0,-3,-3,-3,0,0,NA,NA,NA,3.99,3.84,2019
125,Fernando Tatis Jr.\tatisfe02,20,SDP,NL,83,82,79,731.1,323,90,215,18,36,0.944,-14,-23,-12,-2,-2,-3,-1,0,-1,NA,NA,NA,3.75,3.67,2019
126,Chris Taylor\tayloch03,28,LAD,NL,39,30,23,281,111,37,65,9,12,0.919,-5,-22,-4,-1,-1,-4,0,0,-1,NA,NA,NA,3.27,2.62,2019
127,Ruben Tejada\tejadru01,29,NYM,NL,2,0,0,6,2,1,1,0,1,1,0,-20,0,0,0,0,0,0,0,NA,NA,NA,3,1,2019
128,Gleyber Torres\torregl01,22,NYY,AL,77,73,70,659.2,282,91,180,11,40,0.961,5,9,4,1,1,2,0,1,0,NA,NA,NA,3.7,3.52,2019
129,Ronald Torreyes\torrero01,26,MIN,AL,6,3,2,34.1,15,7,7,1,1,0.933,0,-14,0,0,-3,-105,-1,-1,-1,NA,NA,NA,3.67,2.33,2019
130,Wilfredo Tovar\tovarwi01,27,LAA,AL,31,23,17,207,92,29,62,1,12,0.989,1,6,1,0,1,6,0,1,0,NA,NA,NA,3.96,2.94,2019
131,Cole Tucker\tuckeco01,22,PIT,NL,45,36,29,318.2,139,45,92,2,20,0.986,4,14,4,0,-1,-4,-2,1,0,NA,NA,NA,3.87,3.04,2019
132,Troy Tulowitzki\tulowtr01,34,NYY,AL,4,4,3,30,10,3,7,0,0,1,-1,-28,-1,0,-1,-40,-1,0,0,NA,NA,NA,3,2.5,2019
133,Trea Turner\turnetr01,26,WSN,NL,122,122,117,1065.1,441,130,298,13,57,0.971,4,4,4,0,-10,-11,-10,1,-1,NA,NA,NA,3.62,3.51,2019
134,Richard Urena\urenari01,23,TOR,AL,13,10,10,98.1,35,9,25,1,2,0.971,0,5,0,0,0,0,0,0,0,NA,NA,NA,3.11,2.62,2019
135,Luis Urias\uriaslu01,22,SDP,NL,41,39,37,341.2,123,37,77,9,10,0.927,-7,-25,-5,-2,0,0,1,-1,0,NA,NA,NA,3,2.78,2019
136,Pat Valaika\valaipa01,26,COL,NL,7,3,2,34,17,4,12,1,3,0.941,0,-11,0,0,0,0,0,0,0,NA,NA,NA,4.24,2.29,2019
137,Breyvic Valera\valerbr01,27,TOR,AL,2,2,2,18,3,0,3,0,1,1,-1,-40,-1,0,0,0,0,0,0,NA,NA,NA,1.5,1.5,2019
138,Ildemaro Vargas\vargail01,27,ARI,NL,4,1,1,15,12,3,9,0,2,1,0,32,0,0,1,80,1,0,0,NA,NA,NA,7.2,3,2019
139,Jonathan Villar\villajo01,28,BAL,AL,97,73,45,658,282,70,200,12,47,0.957,4,7,3,1,0,0,-3,3,0,NA,NA,NA,3.69,2.78,2019
140,Tyler Wade\wadety01,24,NYY,AL,4,3,0,20,2,0,2,0,0,1,0,-12,0,NA,0,0,0,0,0,NA,NA,NA,0.9,0.5,2019
141,Donovan Walton\waltodo01,25,SEA,AL,5,4,3,37,8,4,4,0,0,1,0,-10,0,0,-1,-32,-1,0,0,NA,NA,NA,1.95,1.6,2019
142,Joey Wendle\wendljo01,29,TBR,AL,10,8,3,70,26,8,18,0,6,1,-2,-39,-2,0,0,0,0,0,0,NA,NA,NA,3.34,2.6,2019
143,Ben Zobrist\zobribe01,38,CHC,NL,1,0,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0,2019
NA,LgAvg,NA,NA,NA,20,18,16,160,71,22,47,2,10,0.971,0,0,0,0,0,0,0,0,0,NA,NA,NA,3.87,3.49,2019
1,Willy Adames\adamewi01,24,TBR,AL,53,51,50,450,193,53,131,9,27,0.953,-4,-10,-3,-1,2,5,3,-1,0,-1,4,-1,3.68,3.47,2020
2,Ehire Adrianza\adriaeh01,30,MIN,AL,9,7,7,65,24,8,16,0,4,1,2,33,2,0,2,37,2,0,0,0,1,1,3.32,2.67,2020
3,Nick Ahmed\ahmedni01,30,ARI,NL,57,56,56,484.1,189,61,121,7,33,0.963,4,11,2,2,4,10,3,1,0,1,-4,6,3.38,3.19,2020
4,Eddy Alvarez\alvared01,30,MIA,NL,1,1,1,9,7,2,5,0,1,1,0,-27,0,0,1,133,1,0,0,0,1,0,7,7,2020
5,Tim Anderson\anderti01,27,CHW,AL,49,49,42,417.1,180,65,109,6,23,0.967,-3,-9,-3,0,2,6,2,0,0,0,4,-2,3.75,3.55,2020
6,Elvis Andrus\andruel01,31,TEX,AL,29,28,27,241.2,97,33,61,3,10,0.969,2,7,2,0,-3,-15,-3,0,0,0,-3,1,3.5,3.24,2020
7,Jonathan Arauz\arauzjo01,21,BOS,AL,4,2,2,20.2,12,2,10,0,4,1,0,23,0,0,0,0,0,0,0,0,0,0,5.23,3,2020
8,Orlando Arcia\arciaor01,25,MIL,NL,57,52,46,439.1,181,58,120,3,26,0.983,-2,-6,-1,-1,-4,-11,-4,-1,1,0,-2,-2,3.65,3.12,2020
9,Christian Arroyo\arroych01,25,BOS,AL,2,1,1,11,3,2,1,0,0,1,-1,-98,-1,NA,-1,-109,-1,0,0,0,-1,0,2.45,1.5,2020
10,Javier Baez\baezja01,27,CHC,NL,56,56,50,469.1,253,86,159,8,34,0.968,7,17,6,1,6,15,5,2,-1,-1,2,4,4.7,4.38,2020
11,Franklin Barreto\barrefr02,24,TOT,MLB,4,1,1,13,6,2,3,1,1,0.833,-1,-55,-1,0,-1,-92,-1,0,0,0,0,-1,3.46,1.25,2020
12,Franklin Barreto\barrefr02,24,OAK,AL,3,0,0,6,3,1,2,0,1,1,0,-40,0,0,0,0,0,0,0,0,0,0,4.5,1,2020
13,Franklin Barreto\barrefr02,24,LAA,AL,1,1,1,7,3,1,1,1,0,0.667,0,-69,0,NA,-1,-171,-1,0,0,0,0,-1,2.57,2,2020
14,Jon Berti\bertijo01,30,MIA,NL,2,2,2,17,8,1,7,0,1,1,1,35,1,0,0,0,0,0,0,0,0,0,4.24,4,2020
15,Bo Bichette\bichebo01,22,TOR,AL,26,26,23,217,103,34,66,3,11,0.971,1,5,1,0,0,0,1,0,-1,0,2,-2,4.15,3.85,2020
16,Xander Bogaerts\bogaexa01,27,BOS,AL,53,52,43,438,194,59,130,5,26,0.974,-8,-21,-7,-1,-4,-11,-4,-1,1,-1,-2,-1,3.88,3.57,2020
17,Harold Castro\castrha01,26,DET,AL,2,2,2,16,7,0,7,0,0,1,0,15,0,0,0,0,0,0,0,0,-1,0,3.94,3.5,2020
18,Willi Castro\castrwi01,23,DET,AL,27,26,25,212.1,85,24,56,5,10,0.941,-6,-34,-5,-1,-8,-45,-7,-1,0,0,-3,-3,3.39,2.96,2020
19,Yu Chang\changyu01,24,CLE,AL,4,0,0,8,5,1,4,0,1,1,0,15,0,0,1,150,1,0,0,NA,0,0,5.63,1.25,2020
20,Matt Chapman\chapmma01,27,OAK,AL,1,1,1,6,3,1,2,0,0,1,-1,-100,-1,0,1,200,0,0,1,0,-1,0,4.5,3,2020
21,Jazz Chisholm\chishja01,22,MIA,NL,9,6,5,51.2,26,7,18,1,3,0.962,1,16,1,0,0,0,0,0,0,0,0,0,4.35,2.78,2020
22,Carlos Correa\correca01,25,HOU,AL,57,56,51,475,212,69,142,1,35,0.995,3,8,2,1,7,18,4,1,2,0,1,3,4,3.7,2020
23,Brandon Crawford\crawfbr01,33,SFG,NL,53,47,45,417.2,201,69,124,8,24,0.96,4,11,5,-1,1,3,3,-1,-1,0,0,2,4.16,3.64,2020
24,J.P. Crawford\crawfjp01,25,SEA,AL,53,53,51,454.2,221,73,145,3,31,0.986,7,19,5,2,6,16,4,2,0,0,-1,6,4.32,4.11,2020
25,Jake Cronenworth\croneja01,26,SDP,NL,11,3,3,47,12,6,5,1,0,0.917,-1,-20,-1,0,-3,-77,-1,-1,-1,0,-1,0,2.11,1,2020
26,Paul DeJong\dejonpa01,26,STL,NL,45,45,44,369,156,52,100,4,24,0.974,-1,-4,-2,1,0,0,0,0,0,0,3,-3,3.71,3.38,2020
27,Wilmer Difo\difowi01,28,WSN,NL,4,0,0,11,6,3,3,0,1,1,-1,-87,-1,0,0,0,0,0,0,0,1,-1,4.91,1.5,2020
28,Brandon Drury\drurybr01,27,TOR,AL,2,1,1,9,3,1,2,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,3,1.5,2020
29,Mauricio Dubon\dubonma01,25,SFG,NL,8,6,1,48,19,7,11,1,3,0.947,0,-10,0,0,0,0,0,0,0,0,1,0,3.38,2.25,2020
30,Tommy Edman\edmanto01,25,STL,NL,13,12,11,96,37,14,21,2,4,0.946,1,14,0,1,2,25,2,0,0,1,2,0,3.28,2.69,2020
31,Santiago Espinal\espinsa01,25,TOR,AL,21,18,13,156,81,22,57,2,12,0.975,2,14,2,0,1,8,1,0,0,0,3,-1,4.56,3.76,2020
32,Thairo Estrada\estrath01,24,NYY,AL,3,0,0,5,0,0,0,0,0,NA,0,-48,0,NA,0,0,0,0,NA,NA,0,0,0,0,2020
33,Kyle Farmer\farmeky01,29,CIN,NL,15,10,8,85.2,32,11,21,0,7,1,3,36,2,1,2,28,2,0,0,0,1,0,3.36,2.13,2020
34,David Fletcher\fletcda02,26,LAA,AL,27,27,26,233,106,38,65,3,10,0.972,-3,-14,-2,-1,2,10,3,-1,0,0,2,1,3.98,3.81,2020
35,Mike Freeman\freemmi01,32,CLE,AL,3,2,2,20,2,0,2,0,0,1,-1,-30,-1,0,0,0,0,0,0,0,0,0,0.9,0.67,2020
36,Freddy Galvis\galvifr01,30,CIN,NL,33,31,26,261.1,92,29,60,3,9,0.967,0,0,1,-1,-1,-5,-1,0,0,0,-1,0,3.07,2.7,2020
37,José García\garcijo02,22,CIN,NL,21,19,17,157,65,17,46,2,10,0.969,-1,-9,-1,0,-1,-8,-2,0,1,0,0,-2,3.61,3,2020
38,Leury Garcia\garcile02,29,CHW,AL,10,9,8,82,38,11,27,0,6,1,1,13,0,1,2,29,2,0,0,0,2,0,4.17,3.8,2020
39,Luis Garcia\garcilu04,20,WSN,NL,3,1,1,13,9,3,5,1,0,0.889,0,-18,0,0,-1,-92,-1,0,0,0,-2,1,5.54,2.67,2020
40,Andres Gimenez\gimenan01,21,NYM,NL,23,22,15,182,77,33,43,1,9,0.987,-3,-18,-3,0,1,7,1,0,0,0,2,-1,3.76,3.3,2020
41,Ryan Goins\goinsry01,32,CHW,AL,2,0,0,2,1,0,1,0,0,1,0,120,0,NA,0,0,0,0,0,NA,0,0,4.5,0.5,2020
42,Erik Gonzalez\gonzaer01,28,PIT,NL,38,36,34,308.2,116,32,79,5,22,0.957,0,-1,0,0,-2,-8,-2,0,0,0,-2,0,3.24,2.92,2020
43,Niko Goodrum\goodrni01,28,DET,AL,31,30,29,264,117,29,87,1,17,0.991,5,21,5,0,3,14,4,0,-1,0,1,2,3.95,3.74,2020
44,Didi Gregorius\gregodi01,30,PHI,NL,59,56,54,470,218,79,132,7,34,0.968,3,7,2,1,-2,-5,-3,0,1,0,-2,-1,4.04,3.58,2020
45,Luis Guillorme\guilllu01,25,NYM,NL,3,1,1,9,6,2,4,0,1,1,0,53,0,0,0,0,0,0,0,-1,0,0,6,2,2020
46,Garrett Hampson\hampsga01,25,COL,NL,6,2,0,22,12,4,8,0,1,1,-1,-44,-1,0,0,0,0,0,0,0,-1,1,4.91,2,2020
47,Adeiny Hechavarria\hechaad01,31,ATL,NL,4,0,0,11,4,1,3,0,0,1,1,65,1,0,0,0,0,0,0,0,0,0,3.27,1,2020
48,Enrique Hernandez\hernaen02,28,LAD,NL,2,2,0,15,6,3,3,0,1,1,0,-8,0,0,0,0,0,0,0,NA,0,0,3.6,3,2020
